2009-2010 Award Year FFEL Volume by School,,,,,,,,,,,,,,,,,,,,,,,,
Award Year Quarterly Activity  (04/01/2010-06/30/2010),,,,,,,,,,,,,,,,,,,,,,,,
Data Run: 4/5/2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, FFEL SUBSIDIZED ,,,,, FFEL UNSUBSIDIZED ,,,,, FFEL PARENT PLUS ,,,,,FFEL GRAD PLUS,,,,
00360100,PARIS JUNIOR COLLEGE,TX,754606298,PUBLIC, 88 , 88 ," $180,267.00 ",198," $219,659.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00360200,PAUL QUINN COLLEGE,TX,752414398,PRIVATE, 1 , 1 ," $5,500.00 ",1," $5,500.00 ", 4 , 4 ," $6,200.00 ",6," $7,500.00 ", -   , -   , $-   ,1," $1,100.00 ", -   , -   , $-   ,0, $-   
00360300,RANGER COLLEGE,TX,764703298,PUBLIC, 14 , 15 ," $27,567.00 ",56," $71,873.00 ", 5 , 5 ," $9,018.00 ",44," $64,321.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00360600,SAM HOUSTON STATE UNIVERSITY,TX,773400000,PUBLIC, 103 , 104 ," $405,806.00 ",111," $408,175.00 ", 116 , 119 ," $440,050.00 ",128," $434,311.00 ", 12 , 12 ," $52,713.00 ",13," $52,713.00 ", 1 , 1 ," $14,000.00 ",1," $14,000.00 "
00360800,SAINT PHILIP'S COLLEGE,TX,782032098,PUBLIC, 192 , 199 ," $281,655.00 ",336," $289,319.00 ", 114 , 115 ," $209,366.00 ",190," $213,535.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00360900,SAN JACINTO COMMUNITY COLLEGE DISTRICT,TX,775043323,PUBLIC, 76 , 78 ," $172,150.00 ",103," $191,492.00 ", 89 , 89 ," $242,341.00 ",115," $263,138.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00361000,SCHREINER UNIVERSITY,TX,780285697,PRIVATE, 39 , 40 ," $66,747.00 ",71," $133,045.00 ", 47 , 49 ," $125,769.00 ",85," $210,831.00 ", 4 , 4 ," $26,369.00 ",4," $26,369.00 ", -   , -   , $-   ,0, $-   
00361100,SOUTH PLAINS COLLEGE,TX,793366504,PUBLIC, 213 , 219 ," $245,049.00 ",370," $236,284.00 ", 218 , 230 ," $316,885.00 ",387," $307,852.00 ", 3 , 3 ," $9,523.00 ",6," $9,523.00 ", -   , -   , $-   ,0, $-   
00361200,UNIVERSITY OF HOUSTON - DOWNTOWN,TX,770021001,PUBLIC, 527 , 538 ," $1,163,672.00 ",767," $1,159,414.00 ", 529 , 541 ," $1,358,961.00 ",754," $1,351,954.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00361300,SOUTHERN METHODIST UNIVERSITY,TX,752750100,PRIVATE, 144 , 149 ," $559,988.00 ",481," $1,437,096.00 ", 163 , 170 ," $728,718.00 ",525," $2,142,516.00 ", 35 , 36 ," $328,287.00 ",38," $331,782.00 ", 169 , 182 ," $1,827,687.00 ",367," $3,255,238.00 "
00361400,SOUTHWEST TEXAS JUNIOR COLLEGE,TX,788016221,PUBLIC, 72 , 73 ," $191,857.00 ",90," $197,603.00 ", 66 , 67 ," $175,330.00 ",76," $179,746.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00361600,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,TX,751652397,PRIVATE, 98 , 100 ," $266,196.00 ",100," $265,380.00 ", 92 , 96 ," $278,221.00 ",96," $278,221.00 ", 9 , 9 ," $35,678.00 ",10," $41,719.00 ", -   , -   , $-   ,0, $-   
00361800,SOUTHWESTERN CHRISTIAN COLLEGE,TX,751603400,PRIVATE, 5 , 5 ," $5,600.00 ",7," $6,094.00 ", 3 , 3 ," $4,570.00 ",7," $7,430.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00361900,SOUTHWESTERN ADVENTIST UNIVERSITY,TX,760591922,PRIVATE, 10 , 10 ," $27,227.00 ",20," $49,399.00 ", 36 , 38 ," $98,019.00 ",57," $131,415.00 ", 3 , 4 ," $12,070.00 ",4," $12,070.00 ", -   , -   , $-   ,0, $-   
00362000,SOUTHWESTERN UNIVERSITY,TX,786266111,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 6 , 6 ," $38,084.00 ",6," $38,084.00 ", -   , -   , $-   ,0, $-   
00362100,SAINT EDWARDS UNIVERSITY,TX,787040000,PRIVATE, 13 , 13 ," $22,164.00 ",13," $22,164.00 ", 21 , 21 ," $67,975.00 ",23," $67,975.00 ", 1 , 1 ," $1,900.00 ",1," $1,900.00 ", 2 , 2 ," $11,042.00 ",2," $11,042.00 "
00362300,SAINT MARY'S UNIVERSITY,TX,782288500,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 1 , 1 ," $21,000.00 ",1," $21,000.00 "
00362400,STEPHEN F AUSTIN STATE UNIVERSITY,TX,759620001,PUBLIC, 820 , 842 ," $1,668,222.00 ","1,455"," $1,630,444.00 "," 1,039 "," 1,134 "," $2,822,368.00 ","1,929"," $2,750,533.00 ", 81 , 81 ," $408,762.00 ",148," $401,401.00 ", 2 , 2 ," $8,000.00 ",3," $8,000.00 "
00362500,SUL ROSS STATE UNIVERSITY,TX,798320113,PUBLIC, 19 , 19 ," $37,930.00 ",26," $38,805.00 ", 28 , 29 ," $55,725.00 ",38," $55,725.00 ", 1 , 1 ," $3,000.00 ",1," $3,000.00 ", -   , -   , $-   ,0, $-   
00363100,TARLETON STATE UNIVERSITY,TX,764010002,PUBLIC, 628 , 645 ," $1,449,706.00 ","1,240"," $1,440,411.00 ", 848 , 880 ," $2,652,793.00 ","1,693"," $2,641,669.00 ", 51 , 51 ," $246,926.00 ",95," $246,926.00 ", -   , -   , $-   ,0, $-   
00363200,TEXAS A&M UNIVERSITY,TX,778431246,PUBLIC, 218 , 225 ," $709,279.00 ",259," $721,517.00 ", 282 , 294 ," $997,135.00 ",358," $1,037,946.00 ", 28 , 29 ," $160,278.00 ",34," $175,450.00 ", 4 , 4 ," $24,871.00 ",4," $24,871.00 "
00363400,TEXAS STATE TECHNICAL COLLEGE,TX,767051695,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,16," $49,329.00 ", -   , -   , $-   ,0, $-   
00363500,TEXAS CHIROPRACTIC COLLEGE,TX,775051699,PRIVATE, 109 , 109 ," $457,393.00 ",234," $975,930.00 ", 111 , 112 ," $1,344,154.00 ",235," $2,712,833.00 ", -   , -   , $-   ,0, $-   , 30 , 31 ," $214,524.00 ",48," $347,679.00 "
00363600,TEXAS CHRISTIAN UNIVERSITY,TX,761290001,PRIVATE, 16 , 16 ," $68,813.00 ",18," $68,485.00 ", 27 , 27 ," $123,492.00 ",31," $120,225.00 ", 13 , 13 ," $151,685.00 ",15," $147,280.00 ", 6 , 8 ," $44,958.00 ",9," $44,958.00 "
00363800,TEXAS COLLEGE,TX,757024500,PRIVATE, 43 , 46 ," $94,984.00 ",115," $160,382.00 ", 50 , 53 ," $128,782.00 ",129," $222,673.00 ", 1 , 1 ," $9,760.00 ",1," $9,760.00 ", -   , -   , $-   ,0, $-   
00363900,TEXAS A&M UNIVERSITY - KINGSVILLE,TX,783638203,PUBLIC, 591 , 598 ," $1,379,409.00 ",802," $1,388,360.00 ", 777 , 782 ," $2,168,841.00 ","1,071"," $2,154,849.00 ", 12 , 13 ," $34,985.00 ",14," $36,442.00 ", 4 , 5 ," $17,278.00 ",5," $17,278.00 "
00364100,TEXAS LUTHERAN UNIVERSITY,TX,781555999,PRIVATE, 1 , 1 ," $1,000.00 ",1," $1,000.00 ", 3 , 3 ," $9,452.00 ",3," $9,452.00 ", 3 , 4 ," $12,031.00 ",4," $12,031.00 ", -   , -   , $-   ,0, $-   
00364200,TEXAS SOUTHERN UNIVERSITY,TX,770044598,PUBLIC, 88 , 93 ," $267,002.00 ",115," $264,077.00 ", 107 , 111 ," $318,860.00 ",139," $332,155.00 ", 7 , 7 ," $37,636.00 ",7," $37,636.00 ", 122 , 132 ," $1,110,056.00 ",139," $1,107,056.00 "
00364400,TEXAS TECH UNIVERSITY,TX,794090000,PUBLIC, 142 , 143 ," $475,761.00 ",189," $544,850.00 ", 220 , 227 ," $770,569.00 ",307," $964,294.00 ", 18 , 20 ," $125,344.00 ",25," $125,344.00 ", 53 , 55 ," $248,600.00 ",64," $257,455.00 "
00364500,TEXAS WESLEYAN UNIVERSITY,TX,761051536,PRIVATE, 22 , 22 ," $72,476.00 ",24," $76,976.00 ", 40 , 41 ," $185,259.00 ",45," $185,259.00 ", 2 , 2 ," $4,918.00 ",3," $9,918.00 ", 35 , 37 ," $303,131.00 ",38," $312,583.00 "
00364600,TEXAS WOMAN'S UNIVERSITY,TX,762045587,PUBLIC, 63 , 64 ," $189,672.00 ",68," $190,340.00 ", 76 , 78 ," $288,091.00 ",82," $284,403.00 ", 1 , 1 ," $4,122.00 ",1," $4,122.00 ", 4 , 4 ," $19,111.00 ",4," $19,111.00 "
00364700,TRINITY UNIVERSITY,TX,782127200,PRIVATE, 24 , 24 ," $68,151.00 ",25," $68,351.00 ", 32 , 33 ," $206,394.00 ",35," $207,394.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $13,551.00 ",3," $13,551.00 "
00364800,TYLER JUNIOR COLLEGE,TX,757013436,PUBLIC, 158 , 160 ," $437,613.00 ",201," $450,787.00 ", 143 , 145 ," $417,900.00 ",184," $430,282.00 ", 1 , 1 ," $1,561.00 ",1," $1,561.00 ", -   , -   , $-   ,0, $-   
00365100,UNIVERSITY OF DALLAS,TX,750624799,PRIVATE, 202 , 205 ," $719,409.00 ",375," $797,620.00 ", 191 , 193 ," $894,691.00 ",346," $946,868.00 ", 5 , 5 ," $37,541.00 ",6," $37,541.00 ", 18 , 20 ," $149,809.00 ",32," $153,309.00 "
00365200,UNIVERSITY OF HOUSTON,TX,772042010,PUBLIC, 485 , 489 ," $1,905,482.00 ",608," $2,041,148.00 ", 496 , 513 ," $2,212,313.00 ",615," $2,329,725.00 ", 17 , 17 ," $85,168.00 ",24," $100,812.00 ", 37 , 38 ," $196,439.00 ",45," $198,916.00 "
00365400,UNIVERSITY OF SAINT THOMAS,TX,770064626,PRIVATE, 183 , 194 ," $779,532.00 ",198," $779,532.00 ", 136 , 142 ," $681,479.00 ",144," $682,144.00 ", 9 , 9 ," $58,998.00 ",9," $58,998.00 ", 2 , 2 ," $22,027.00 ",2," $22,027.00 "
00365600,UNIVERSITY OF TEXAS AT ARLINGTON,TX,760130000,PUBLIC, 116 , 116 ," $319,486.00 ",117," $319,347.00 ", 145 , 150 ," $515,986.00 ",150," $513,703.00 ", 2 , 2 ," $2,979.00 ",2," $2,979.00 ", 2 , 2 ," $28,886.00 ",2," $28,886.00 "
00365800,UNIVERSITY OF TEXAS AT AUSTIN,TX,787120000,PUBLIC, 187 , 191 ," $532,294.00 ",203," $541,498.00 ", 222 , 233 ," $762,827.00 ",243," $774,630.00 ", 53 , 55 ," $427,486.00 ",60," $430,061.00 ", 44 , 45 ," $152,032.00 ",52," $151,695.00 "
00366100,UNIVERSITY OF TEXAS AT EL PASO,TX,799680500,PUBLIC," 1,100 "," 1,121 "," $3,052,645.00 ","1,122"," $3,034,110.00 "," 1,782 "," 1,827 "," $5,460,337.00 ","1,830"," $5,443,330.00 ", 9 , 10 ," $53,000.00 ",10," $53,000.00 ", 6 , 6 ," $22,553.00 ",6," $22,553.00 "
00366200,VICTORIA COLLEGE,TX,779014494,PUBLIC, 40 , 40 ," $113,646.00 ",134," $233,454.00 ", 28 , 28 ," $101,782.00 ",116," $241,719.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00366300,WAYLAND BAPTIST UNIVERSITY,TX,790726998,PRIVATE, 194 , 196 ," $401,088.00 ","1,030"," $1,379,413.00 ", 231 , 237 ," $733,225.00 ","1,174"," $2,310,914.00 ", 1 , 1 ," $3,000.00 ",4," $8,913.00 ", -   , -   , $-   ,0, $-   
00366500,WEST TEXAS A&M UNIVERSITY,TX,790150001,PUBLIC, 54 , 55 ," $162,555.00 ",56," $160,165.00 ", 58 , 58 ," $185,310.00 ",58," $183,292.00 ", 4 , 4 ," $8,643.00 ",4," $8,643.00 ", -   , -   , $-   ,0, $-   
00366800,WHARTON COUNTY JUNIOR COLLEGE,TX,774883298,PUBLIC, 59 , 60 ," $117,370.00 ",77," $113,518.00 ", 71 , 73 ," $188,469.00 ",106," $184,660.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00366900,WILEY COLLEGE,TX,756705199,PRIVATE, 66 , 68 ," $166,952.00 ",68," $166,952.00 ", 208 , 223 ," $541,401.00 ",224," $541,259.00 ", 1 , 1 ," $1,422.00 ",1," $1,422.00 ", -   , -   , $-   ,0, $-   
00400300,CENTRAL TEXAS COLLEGE DISTRICT,TX,765404199,PUBLIC, 1 , 1 ," $3,500.00 ",9," $11,416.00 ", -   , -   , $-   ,8," $7,984.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00445300,EL CENTRO COLLEGE,TX,752020000,PUBLIC, 64 , 67 ," $96,536.00 ",90," $95,544.00 ", 37 , 37 ," $97,025.00 ",43," $96,898.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00494800,TEXAS A&M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER,TX,778407896,PUBLIC, 1 , 1 ," $8,500.00 ",1," $8,500.00 ", 15 , 16 ," $75,022.00 ",19," $75,022.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00494900,BAYLOR COLLEGE OF MEDICINE,TX,770303498,PRIVATE, -   , -   , $-   ,0, $-   , 2 , 2 ," $7,000.00 ",2," $7,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00495100,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,TX,770305400,PUBLIC, 8 , 8 ," $42,363.00 ",53," $146,615.00 ", 23 , 25 ," $121,491.00 ",68," $231,193.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $1,132.00 ",1," $1,132.00 "
00497200,GALVESTON COLLEGE,TX,775507447,PUBLIC, 1 , 1 ," $1,750.00 ",47," $42,387.00 ", 1 , 1 ," $1,750.00 ",25," $25,404.00 ", -   , -   , $-   ,1," $3,323.00 ", -   , -   , $-   ,0, $-   
00497700,SOUTH TEXAS COLLEGE OF LAW,TX,770027006,PRIVATE, 253 , 257 ," $1,972,522.00 ",259," $1,972,522.00 ", 195 , 197 ," $715,811.00 ",199," $716,349.00 ", -   , -   , $-   ,0, $-   , 132 , 141 ," $1,334,582.00 ",148," $1,371,137.00 "
00661200,COVENANT SCHOOL OF NURSING AND ALLIED HEALTH,TX,794070120,PRIVATE, 1 , 1 ," $2,250.00 ",1," $2,250.00 ", 1 , 1 ," $3,000.00 ",1," $3,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00694100,DALLAS CHRISTIAN COLLEGE,TX,752347229,PRIVATE, 11 , 11 ," $30,972.00 ",16," $30,866.00 ", 11 , 11 ," $31,484.00 ",19," $41,020.00 ", 1 , 1 ," $5,400.00 ",1," $5,400.00 ", -   , -   , $-   ,0, $-   
00728700,BRAZOSPORT COLLEGE,TX,775663199,PUBLIC, 11 , 11 ," $36,774.00 ",36," $64,158.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00835300,LINCOLN COLLEGE OF TECHNOLOGY,TX,750517206,PROPRIETARY, 401 , 402 ," $1,267,986.00 ","1,171"," $1,899,160.00 ", 407 , 716 ," $1,664,121.00 ","1,994"," $2,384,886.00 ", 39 , 40 ," $168,570.00 ",100," $265,872.00 ", -   , -   , $-   ,0, $-   
00850300,MOUNTAIN VIEW COLLEGE,TX,752116599,PUBLIC, 56 , 60 ," $93,781.00 ",111," $126,478.00 ", 29 , 30 ," $58,649.00 ",64," $91,396.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00850400,RICHLAND COLLEGE,TX,752432199,PUBLIC, 88 , 95 ," $152,903.00 ",164," $160,965.00 ", 44 , 46 ," $70,101.00 ",77," $77,346.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00851000,EASTFIELD COLLEGE,TX,751502099,PUBLIC, 89 , 94 ," $159,966.00 ",133," $184,177.00 ", 54 , 55 ," $117,864.00 ",117," $188,657.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00908200,FRANKLIN COLLEGE,TX,799125538,PROPRIETARY, 70 , 70 ," $224,301.00 ",215," $369,311.00 ", 64 , 64 ," $181,537.00 ",197," $307,829.00 ", 6 , 6 ," $27,512.00 ",18," $40,374.00 ", -   , -   , $-   ,0, $-   
00916300,SAN ANTONIO COLLEGE,TX,782124299,PUBLIC, 248 , 260 ," $457,484.00 ",283," $464,913.00 ", 148 , 153 ," $287,767.00 ",166," $294,932.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00946600,KAPLAN COLLEGE,TX,782166255,PROPRIETARY, 5 , 5 ," $12,206.00 ",115," $131,206.00 ", 9 , 11 ," $8,665.00 ",127," $148,949.00 ", -   , -   , $-   ,4," $22,752.00 ", -   , -   , $-   ,0, $-   
00954900,WESTERN TEXAS COLLEGE,TX,795499501,PUBLIC, 6 , 6 ," $10,748.00 ",20," $19,848.00 ", 6 , 7 ," $14,510.00 ",21," $27,972.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00965100,TEXAS A&M INTERNATIONAL UNIVERSITY,TX,780411900,PUBLIC, 5 , 5 ," $14,400.00 ",7," $16,743.00 ", 6 , 6 ," $9,385.00 ",6," $9,385.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00976800,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,TX,761072699,PUBLIC, -   , -   , $-   ,0, $-   , 12 , 12 ," $27,236.00 ",12," $27,236.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $1,752.00 ",1," $1,752.00 "
00979700,MIDLAND COLLEGE,TX,797056397,PUBLIC, 1 , 1 ," $1,750.00 ",2," $1,750.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,1," $17,003.00 ", -   , -   , $-   ,0, $-   
00993000,UNIVERSITY OF TEXAS OF THE PERMIAN BASIN,TX,797620001,PUBLIC, 21 , 21 ," $48,032.00 ",24," $50,782.00 ", 32 , 32 ," $71,212.00 ",37," $74,122.00 ", 4 , 4 ," $10,852.00 ",4," $10,852.00 ", -   , -   , $-   ,0, $-   
00993200,TEXAS STATE TECHNICAL COLLEGE WEST TEXAS,TX,795564108,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,5," $13,657.00 ", -   , -   , $-   ,0, $-   
01001900,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS (THE),TX,753909096,PUBLIC, 2 , 2 ," $11,567.00 ",5," $15,817.00 ", 10 , 10 ," $67,674.00 ",14," $68,674.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01005700,AMERICAN COMMERCIAL COLLEGE,TX,796021399,PROPRIETARY, 25 , 25 ," $41,390.00 ",41," $47,937.00 ", 22 , 22 ," $54,182.00 ",40," $69,792.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01005900,AMERICAN COMMERCIAL COLLEGE,TX,797624258,PROPRIETARY, 7 , 7 ," $10,250.00 ",16," $11,687.00 ", 7 , 7 ," $15,000.00 ",15," $16,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01006000,VERNON COLLEGE,TX,763844092,PUBLIC, 129 , 130 ," $248,321.00 ",313," $454,546.00 ", 114 , 116 ," $228,584.00 ",275," $451,254.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01038700,EL PASO COMMUNITY COLLEGE,TX,799151908,PUBLIC, 95 , 95 ," $178,938.00 ",104," $183,642.00 ", 18 , 18 ," $41,165.00 ",21," $44,117.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01050900,HALLMARK COLLEGE OF TECHNOLOGY,TX,782301736,PROPRIETARY, 26 , 26 ," $115,099.00 ",99," $259,040.00 ", 27 , 28 ," $115,056.00 ",85," $242,023.00 ", 4 , 4 ," $25,897.00 ",9," $48,928.00 ", -   , -   , $-   ,0, $-   
01062400,LIGHTHOUSE COLLEGE,TX,752315033,PRIVATE, 14 , 14 ," $30,161.00 ",35," $34,374.00 ", 15 , 15 ," $61,196.00 ",30," $42,649.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01063300,HOUSTON COMMUNITY COLLEGE,TX,770027517,PUBLIC, 543 , 549 ," $1,344,253.00 ","1,162"," $1,825,589.00 ", 258 , 264 ," $675,004.00 ",510," $911,812.00 ", -   , -   , $-   ,1," $1,825.00 ", -   , -   , $-   ,0, $-   
01067400,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,TX,794300001,PUBLIC, 10 , 10 ," $43,480.00 ",12," $43,480.00 ", 47 , 48 ," $281,348.00 ",56," $281,348.00 ", -   , -   , $-   ,0, $-   , 12 , 12 ," $70,804.00 ",13," $70,804.00 "
01076100,DALLAS INSTITUTE OF FUNERAL SERVICE,TX,752274314,PRIVATE, 24 , 24 ," $76,125.00 ",112," $104,700.00 ", 22 , 22 ," $116,500.00 ",105," $165,500.00 ", -   , -   , $-   ,5," $17,387.00 ", -   , -   , $-   ,0, $-   
01114500,LONE STAR COLLEGE-NORTH HARRIS,TX,770733499,PUBLIC, 251 , 251 ," $699,527.00 ",376," $823,764.00 ", 256 , 256 ," $832,592.00 ",369," $967,255.00 ", -   , -   , $-   ,3," $3,500.00 ", -   , -   , $-   ,0, $-   
01116100,TEXAS A&M UNIVERSITY - CORPUS CHRISTI,TX,784125599,PUBLIC, 21 , 21 ," $61,404.00 ",25," $63,686.00 ", 33 , 33 ," $70,223.00 ",35," $73,723.00 ", 3 , 3 ," $12,600.00 ",4," $12,600.00 ", -   , -   , $-   ,0, $-   
01201500,AUSTIN COMMUNITY COLLEGE,TX,787524390,PUBLIC, 88 , 89 ," $238,084.00 ",260," $409,100.00 ", 65 , 65 ," $169,075.00 ",175," $253,886.00 ", 2 , 2 ," $7,973.00 ",4," $11,586.00 ", -   , -   , $-   ,0, $-   
01248200,ATI TECHNICAL TRAINING CENTER,TX,752354622,PROPRIETARY, 1 , 1 ," $3,000.00 ",1," $3,000.00 ", 1 , 1 ," $4,000.00 ",1," $4,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02074100,CAPITOL CITY TRADE & TECHNICAL SCHOOL,TX,787041281,PROPRIETARY, 55 , 56 ," $124,853.00 ",300," $324,398.00 ", 54 , 56 ," $195,333.00 ",293," $498,246.00 ", 3 , 3 ," $22,821.00 ",25," $110,077.00 ", -   , -   , $-   ,0, $-   
02077400,NORTH LAKE COLLEGE,TX,750383899,PUBLIC, 37 , 37 ," $65,183.00 ",43," $66,191.00 ", 42 , 43 ," $106,417.00 ",48," $106,324.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02081400,ARLINGTON BAPTIST COLLEGE,TX,760123425,PRIVATE, 20 , 20 ," $25,717.00 ",20," $25,717.00 ", 18 , 18 ," $25,169.00 ",18," $25,145.00 ", 1 , 1 ," $2,600.00 ",1," $2,600.00 ", -   , -   , $-   ,0, $-   
02093600,SOUTHWEST INSTITUTE OF TECHNOLOGY,TX,787358890,PROPRIETARY, 4 , 4 ," $14,000.00 ",18," $23,861.00 ", 5 , 5 ," $30,000.00 ",21," $40,888.00 ", 1 , 1 ," $8,967.00 ",5," $17,691.00 ", -   , -   , $-   ,0, $-   
02098300,WESTERN TECHNICAL COLLEGE,TX,799272105,PROPRIETARY, 208 , 210 ," $787,627.00 ",757," $1,347,092.00 ", 166 , 170 ," $856,214.00 ",611," $1,467,618.00 ", 43 , 47 ," $325,762.00 ",115," $386,722.00 ", -   , -   , $-   ,0, $-   
02100200,BROOKHAVEN COLLEGE,TX,752444997,PUBLIC, 77 , 82 ," $144,291.00 ",139," $160,842.00 ", 62 , 65 ," $132,341.00 ",102," $152,770.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02117100,ART INSTITUTE OF HOUSTON (THE),TX,770277311,PROPRIETARY, 38 , 39 ," $82,439.00 ",714," $1,046,168.00 ", 30 , 30 ," $105,477.00 ",727," $1,326,835.00 ", 5 , 5 ," $50,205.00 ",85," $443,111.00 ", -   , -   , $-   ,0, $-   
02119200,COURT REPORTING INSTITUTE OF DALLAS,TX,752476913,PROPRIETARY, 167 , 167 ," $569,300.00 ",842," $1,098,405.00 ", 188 , 194 ," $807,699.00 ",949," $1,604,082.00 ", 7 , 7 ," $36,463.00 ",22," $39,965.00 ", -   , -   , $-   ,0, $-   
02136800,AMERICAN COMMERCIAL COLLEGE,TX,769046801,PROPRIETARY, 12 , 12 ," $20,697.00 ",32," $39,728.00 ", 12 , 12 ," $30,462.00 ",32," $62,508.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02144800,VET TECH INSTITUTE OF HOUSTON,TX,770279881,PROPRIETARY, 5 , 5 ," $13,071.00 ",27," $55,738.00 ", 5 , 5 ," $16,156.00 ",32," $75,534.00 ", 2 , 2 ," $11,880.00 ",9," $20,664.00 ", -   , -   , $-   ,0, $-   
02200800,AMERICAN COMMERCIAL COLLEGE,TX,794111899,PROPRIETARY, 23 , 23 ," $42,647.00 ",82," $97,625.00 ", 23 , 24 ," $61,582.00 ",82," $153,132.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02224600,TRI-STATE COSMETOLOGY INSTITUTE,TX,799151031,PROPRIETARY, 6 , 6 ," $13,146.00 ",27," $25,789.00 ", 2 , 2 ," $5,369.00 ",6," $7,932.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02261300,EVEREST INSTITUTE,TX,782133841,PROPRIETARY, 511 , 512 ," $1,694,649.00 ","1,796"," $3,111,596.00 ", 472 , 631 ," $2,663,737.00 ","2,361"," $5,150,305.00 ", 10 , 10 ," $88,037.00 ",34," $160,873.00 ", -   , -   , $-   ,0, $-   
02276000,FRANKLIN BEAUTY SCHOOL,TX,770212909,PROPRIETARY, 17 , 17 ," $56,550.00 ",40," $70,625.00 ", 15 , 15 ," $46,500.00 ",26," $46,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02285900,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,785040391,PROPRIETARY, 34 , 34 ," $107,288.00 ",182," $289,175.00 ", 29 , 29 ," $102,417.00 ",164," $248,358.00 ", 3 , 3 ," $13,920.00 ",10," $20,871.00 ", -   , -   , $-   ,0, $-   
02294800,CAPITOL CITY CAREERS,TX,787351498,PROPRIETARY, 7 , 7 ," $18,535.00 ",22," $21,451.00 ", 7 , 7 ," $26,060.00 ",21," $28,118.00 ", 1 , 1 ," $9,811.00 ",3," $9,811.00 ", -   , -   , $-   ,0, $-   
